,sentence_no,Word,Tag
147369,6120,be,O
147370,6120,Chinas,LOC
147371,6120,biggest,O
147372,6120,producer,O
147373,6120,by,O
147374,6120,the,O
147375,6120,year,O
147376,6120,2000,O
147377,6120,with,O
147378,6120,output,O
147379,6120,of,O
147380,6120,two,O
147381,6120,million,O
147382,6120,units,O
147383,6121,DOCSTART,O
147384,6121,Khmer,ORG
147385,6121,Rouges,ORG
147386,6121,Ieng,PER
147387,6121,Sary,PER
147388,6121,confirms,O
147389,6121,break,O
147390,6121,with,O
147391,6121,Pol,PER
147392,6121,Pot,PER
147393,6122,ARANYAPRATHET,O
147394,6122,Thailand,LOC
147395,6122,19960828,O
147396,6122,Dissident,O
147397,6122,Khmer,ORG
147398,6122,Rouge,ORG
147399,6122,leader,O
147400,6122,Ieng,PER
147401,6122,Sary,PER
147402,6122,confirmed,O
147403,6122,on,O
147404,6122,Wednesday,O
147405,6122,that,O
147406,6122,he,O
147407,6122,had,O
147408,6122,broken,O
147409,6122,with,O
147410,6122,Pol,PER
147411,6122,Pot,PER
147412,6122,and,O
147413,6122,other,O
147414,6122,hardliners,O
147415,6122,of,O
147416,6122,the,O
147417,6122,guerrilla,O
147418,6122,group,O
147419,6122,and,O
147420,6122,had,O
147421,6122,formed,O
147422,6122,a,O
147423,6122,rival,O
147424,6122,movement,O
147425,6123,Ieng,PER
147426,6123,Sary,PER
147427,6123,said,O
147428,6123,in,O
147429,6123,a,O
147430,6123,written,O
147431,6123,statement,O
147432,6123,the,O
147433,6123,first,O
147434,6123,since,O
147435,6123,his,O
147436,6123,split,O
147437,6123,with,O
147438,6123,Pol,PER
147439,6123,Pot,PER
147440,6123,earlier,O
147441,6123,this,O
147442,6123,month,O
147443,6123,that,O
147444,6123,the,O
147445,6123,new,O
147446,6123,movement,O
147447,6123,to,O
147448,6123,be,O
147449,6123,called,O
147450,6123,the,O
147451,6123,Democratic,ORG
147452,6123,National,ORG
147453,6123,United,ORG
147454,6123,Movement,ORG
147455,6123,DNUM,ORG
147456,6123,would,O
147457,6123,seek,O
147458,6123,an,O
147459,6123,end,O
147460,6123,to,O
147461,6123,civil,O
147462,6123,war,O
147463,6123,and,O
147464,6123,work,O
147465,6123,towards,O
147466,6123,reconciliation,O
147467,6123,with,O
147468,6123,the,O
147469,6123,Cambodian,O
147470,6123,government,O
147471,6124,I,O
147472,6124,would,O
147473,6124,like,O
147474,6124,to,O
147475,6124,inform,O
147476,6124,you,O
147477,6124,about,O
147478,6124,my,O
147479,6124,decision,O
147480,6124,to,O
147481,6124,break,O
147482,6124,away,O
147483,6124,from,O
147484,6124,Pol,PER
147485,6124,Pot,PER
147486,6124,Ta,PER
147487,6124,Mok,PER
147488,6124,Son,LOC
147489,6124,Sens,LOC
147490,6124,dictatorial,O
147491,6124,group,O
147492,6124,he,O
147493,6124,said,O
147494,6124,in,O
147495,6124,a,O
147496,6124,copy,O
147497,6124,of,O
147498,6124,the,O
147499,6124,statement,O
147500,6124,obtained,O
147501,6124,by,O
147502,6124,Reuters,ORG
147503,6125,We,O
147504,6125,believe,O
147505,6125,that,O
147506,6125,our,O
147507,6125,country,O
147508,6125,will,O
147509,6125,be,O
147510,6125,reduced,O
147511,6125,to,O
147512,6125,nothing,O
147513,6125,if,O
147514,6125,the,O
147515,6125,Khmer,ORG
147516,6125,people,O
147517,6125,continue,O
147518,6125,to,O
147519,6125,fight,O
147520,6125,against,O
147521,6125,each,O
147522,6125,other,O
147523,6125,indefinitely,O
147524,6125,For,O
147525,6125,this,O
147526,6125,reason,O
147527,6125,we,O
147528,6125,decided,O
147529,6125,to,O
147530,6125,break,O
147531,6125,away,O
147532,6125,from,O
147533,6125,that,O
147534,6125,dictatorial,O
147535,6125,group,O
147536,6125,and,O
147537,6125,found,O
147538,6125,a,O
147539,6125,movement,O
147540,6125,named,O
147541,6125,Democratic,ORG
147542,6125,National,ORG
147543,6125,United,ORG
147544,6125,Movement,ORG
147545,6125,he,O
147546,6125,said,O
147547,6126,Ieng,PER
147548,6126,Sary,PER
147549,6126,was,O
147550,6126,sentenced,O
147551,6126,to,O
147552,6126,death,O
147553,6126,in,O
147554,6126,absentia,O
147555,6126,for,O
147556,6126,his,O
147557,6126,role,O
147558,6126,in,O
147559,6126,the,O
147560,6126,mass,O
147561,6126,genocide,O
147562,6126,in,O
147563,6126,Cambodia,LOC
147564,6126,during,O
147565,6126,the,O
147566,6126,Khmer,ORG
147567,6126,Rouge,ORG
147568,6126,rule,O
147569,6126,of,O
147570,6126,terror,O
147571,6126,between,O
147572,6126,19751979,O
147573,6126,when,O
147574,6126,over,O
147575,6126,a,O
147576,6126,million,O
147577,6126,people,O
147578,6126,were,O
147579,6126,executed,O
147580,6126,or,O
147581,6126,died,O
147582,6126,of,O
147583,6126,starvation,O
147584,6126,disease,O
147585,6126,or,O
147586,6126,overwork,O
147587,6126,in,O
147588,6126,mass,O
147589,6126,labour,O
147590,6126,camps,O
147591,6127,The,O
147592,6127,Frencheducated,O
147593,6127,former,O
147594,6127,brotherinlaw,O
147595,6127,of,O
147596,6127,Pol,PER
147597,6127,Pot,PER
147598,6127,was,O
147599,6127,foreign,O
147600,6127,minister,O
147601,6127,in,O
147602,6127,the,O
147603,6127,Khmer,ORG
147604,6127,Rouge,ORG
147605,6127,government,O
147606,6127,that,O
147607,6127,ruled,O
147608,6127,Cambodia,LOC
147609,6127,and,O
147610,6127,was,O
147611,6127,seen,O
147612,6127,as,O
147613,6127,the,O
147614,6127,groups,O
147615,6127,second,O
147616,6127,in,O
147617,6127,command,O
147618,6128,DOCSTART,O
147619,6128,Two,O
147620,6128,dead,O
147621,6128,in,O
147622,6128,Cambodia,LOC
147623,6128,helicopter,O
147624,6128,crash,O
147625,6129,PHNOM,LOC
147626,6129,PENH,LOC
147627,6129,19960828,O
147628,6129,Two,O
147629,6129,people,O
147630,6129,were,O
147631,6129,killed,O
147632,6129,and,O
147633,6129,six,O
147634,6129,were,O
147635,6129,injured,O
147636,6129,after,O
147637,6129,a,O
147638,6129,helicopter,O
147639,6129,crashed,O
147640,6129,in,O
147641,6129,bad,O
147642,6129,weather,O
147643,6129,in,O
147644,6129,northern,O
147645,6129,Cambodia,LOC
147646,6129,a,O
147647,6129,government,O
147648,6129,minister,O
147649,6129,said,O
147650,6129,on,O
147651,6129,Wednesday,O
147652,6130,The,O
147653,6130,15,O
147654,6130,survivors,O
147655,6130,who,O
147656,6130,had,O
147657,6130,been,O
147658,6130,on,O
147659,6130,board,O
147660,6130,the,O
147661,6130,Russianmade,O
147662,6130,MI17,O
147663,6130,helicopter,O
147664,6130,were,O
147665,6130,taken,O
147666,6130,to,O
147667,6130,hospital,O
147668,6130,from,O
147669,6130,the,O
147670,6130,remote,O
147671,6130,jungle,O
147672,6130,crash,O
147673,6130,site,O
147674,6130,about,O
147675,6130,150,O
147676,6130,km,O
147677,6130,90,O
147678,6130,miles,O
147679,6130,north,O
147680,6130,of,O
147681,6130,Phnom,LOC
147682,6130,Penh,LOC
147683,6130,Information,O
147684,6130,Minister,O
147685,6130,Ieng,PER
147686,6130,Mouly,PER
147687,6130,said,O
147688,6131,The,O
147689,6131,cause,O
147690,6131,of,O
147691,6131,the,O
147692,6131,crash,O
147693,6131,of,O
147694,6131,the,O
147695,6131,helicopter,O
147696,6131,which,O
147697,6131,went,O
147698,6131,down,O
147699,6131,on,O
147700,6131,Sunday,O
147701,6131,while,O
147702,6131,on,O
147703,6131,a,O
147704,6131,routine,O
147705,6131,resupply,O
147706,6131,flight,O
147707,6131,between,O
147708,6131,Phnom,LOC
147709,6131,Penh,LOC
147710,6131,and,O
147711,6131,Stung,LOC
147712,6131,Treng,LOC
147713,6131,was,O
147714,6131,not,O
147715,6131,known,O
147716,6132,Ieng,PER
147717,6132,Mouly,PER
147718,6132,said,O
147719,6132,the,O
147720,6132,aircraft,O
147721,6132,went,O
147722,6132,down,O
147723,6132,during,O
147724,6132,a,O
147725,6132,rain,O
147726,6132,storm,O
147727,6133,DOCSTART,O
147728,6133,MOFs,ORG
147729,6133,Kubo,PER
147730,6133,says,O
147731,6133,believes,O
147732,6133,BOJ,ORG
147733,6133,rate,O
147734,6133,policy,O
147735,6133,unchanged,O
147736,6134,TOKYO,LOC
147737,6134,19960828,O
147738,6134,Japans,LOC
147739,6134,Finance,O
147740,6134,Minister,O
147741,6134,Wataru,PER
147742,6134,Kubo,PER
147743,6134,told,O
147744,6134,a,O
147745,6134,news,O
147746,6134,conference,O
147747,6134,on,O
147748,6134,Wednesday,O
147749,6134,that,O
147750,6134,he,O
147751,6134,believes,O
147752,6134,that,O
147753,6134,the,O
147754,6134,Bank,ORG
147755,6134,of,ORG
147756,6134,Japans,ORG
147757,6134,BOJ,ORG
147758,6134,interest,O
147759,6134,rate,O
147760,6134,policy,O
147761,6134,which,O
147762,6134,is,O
147763,6134,geared,O
147764,6134,towards,O
147765,6134,ensuring,O
147766,6134,economic,O
147767,6134,growth,O
147768,6134,has,O
147769,6134,not,O
147770,6134,changed,O
147771,6134,after,O
147772,6134,the,O
147773,6134,release,O
147774,6134,of,O
147775,6134,the,O
147776,6134,central,O
147777,6134,banks,O
147778,6134,tankan,O
147779,6134,survey,O
147780,6135,The,O
147781,6135,BOJ,ORG
147782,6135,released,O
147783,6135,the,O
147784,6135,August,O
147785,6135,tankan,O
147786,6135,its,O
147787,6135,quarterly,O
147788,6135,shortterm,O
147789,6135,corporate,O
147790,6135,survey,O
147791,6135,in,O
147792,6135,the,O
147793,6135,morning,O
147794,6135,and,O
147795,6135,it,O
147796,6135,showed,O
147797,6135,business,O
147798,6135,outlook,O
147799,6135,had,O
147800,6135,worsened,O
147801,6136,However,O
147802,6136,Kubo,PER
147803,6136,said,O
147804,6136,it,O
147805,6136,did,O
147806,6136,not,O
147807,6136,necessarily,O
147808,6136,show,O
147809,6136,a,O
147810,6136,substantial,O
147811,6136,worsening,O
147812,6136,of,O
147813,6136,the,O
147814,6136,economy,O
147815,6137,The,O
147816,6137,question,O
147817,6137,is,O
147818,6137,what,O
147819,6137,the,O
147820,6137,BOJ,ORG
147821,6137,is,O
147822,6137,going,O
147823,6137,to,O
147824,6137,do,O
147825,6137,with,O
147826,6137,its,O
147827,6137,interest,O
147828,6137,rate,O
147829,6137,policy,O
147830,6138,The,O
147831,6138,BOJ,ORG
147832,6138,governor,O
147833,6138,has,O
147834,6138,made,O
147835,6138,it,O
147836,6138,clear,O
147837,6138,that,O
147838,6138,the,O
147839,6138,BOJs,ORG
147840,6138,policy,O
147841,6138,is,O
147842,6138,aimed,O
147843,6138,at,O
147844,6138,ensuring,O
147845,6138,basis,O
147846,6138,for,O
147847,6138,economic,O
147848,6138,recovery,O
147849,6139,I,O
147850,6139,believe,O
147851,6139,this,O
147852,6139,policy,O
147853,6139,has,O
147854,6139,not,O
147855,6139,changed,O
147856,6139,he,O
147857,6139,said,O
147858,6140,Asked,O
147859,6140,if,O
147860,6140,a,O
147861,6140,supplementary,O
147862,6140,budget,O
147863,6140,for,O
147864,6140,199697,O
147865,6140,was,O
147866,6140,needed,O
147867,6140,to,O
147868,6140,support,O
147869,6140,the,O
147870,6140,economy,O
147871,6140,Kubo,PER
147872,6140,said,O
147873,6140,the,O
147874,6140,tankan,O
147875,6140,results,O
147876,6140,would,O
147877,6140,not,O
147878,6140,lead,O
147879,6140,to,O
147880,6140,any,O
147881,6140,immediate,O
147882,6140,decision,O
147883,6140,on,O
147884,6140,the,O
147885,6140,need,O
147886,6140,for,O
147887,6140,an,O
147888,6140,extra,O
147889,6140,budget,O
147890,6141,I,O
147891,6141,dont,O
147892,6141,think,O
147893,6141,we,O
147894,6141,should,O
147895,6141,immediately,O
147896,6141,draw,O
147897,6141,a,O
147898,6141,conclusion,O
147899,6141,that,O
147900,6141,the,O
147901,6141,economic,O
147902,6141,recovery,O
147903,6141,has,O
147904,6141,come,O
147905,6141,to,O
147906,6141,a,O
147907,6141,halt,O
147908,6141,or,O
147909,6141,that,O
147910,6141,signs,O
147911,6141,of,O
147912,6141,a,O
147913,6141,economic,O
147914,6141,contraction,O
147915,6141,have,O
147916,6141,emerged,O
147917,6141,Kubo,PER
147918,6141,said,O
147919,6142,The,O
147920,6142,economy,O
147921,6142,is,O
147922,6142,not,O
147923,6142,recovering,O
147924,6142,smoothly,O
147925,6142,or,O
147926,6142,at,O
147927,6142,a,O
147928,6142,fast,O
147929,6142,pace,O
147930,6143,Kubo,PER
147931,6143,said,O
147932,6143,he,O
147933,6143,would,O
147934,6143,make,O
147935,6143,a,O
147936,6143,decision,O
147937,6143,on,O
147938,6143,the,O
147939,6143,need,O
147940,6143,for,O
147941,6143,a,O
147942,6143,supplementary,O
147943,6143,budget,O
147944,6143,after,O
147945,6143,an,O
147946,6143,announcement,O
147947,6143,in,O
147948,6143,midSeptember,O
147949,6143,of,O
147950,6143,Japans,LOC
147951,6143,gross,O
147952,6143,domestic,O
147953,6143,product,O
147954,6143,for,O
147955,6143,the,O
147956,6143,AprilJune,O
147957,6143,quarter,O
147958,6144,I,O
147959,6144,would,O
147960,6144,like,O
147961,6144,to,O
147962,6144,see,O
147963,6144,how,O
147964,6144,the,O
147965,6144,economy,O
147966,6144,moved,O
147967,6144,in,O
147968,6144,the,O
147969,6144,first,O
147970,6144,half,O
147971,6144,of,O
147972,6144,1996,O
147973,6144,he,O
147974,6144,said,O
147975,6145,DOCSTART,O
147976,6145,China,LOC
147977,6145,says,O
147978,6145,militant,O
147979,6145,Japan,LOC
147980,6145,must,O
147981,6145,face,O
147982,6145,war,O
147983,6145,past,O
147984,6146,BEIJING,LOC
147985,6146,19960828,O
147986,6146,China,LOC
147987,6146,on,O
147988,6146,Wednesday,O
147989,6146,called,O
147990,6146,on,O
147991,6146,Japan,LOC
147992,6146,to,O
147993,6146,acknowledge,O
147994,6146,its,O
147995,6146,wartime,O
147996,6146,past,O
147997,6146,and,O
147998,6146,put,O
147999,6146,a,O
148000,6146,stop,O
148001,6146,to,O
148002,6146,a,O
148003,6146,tide,O
148004,6146,of,O
148005,6146,resurgent,O
148006,6146,militarism,O
148007,6146,to,O
148008,6146,prevent,O
148009,6146,similar,O
148010,6146,atrocities,O
148011,6146,in,O
148012,6146,future,O
148013,6147,Some,O
148014,6147,Japanese,O
148015,6147,are,O
148016,6147,still,O
148017,6147,unrepentant,O
148018,6147,about,O
148019,6147,the,O
148020,6147,atrocities,O
148021,6147,committed,O
148022,6147,by,O
148023,6147,the,O
148024,6147,Japanese,O
148025,6147,militarists,O
148026,6147,during,O
148027,6147,the,O
148028,6147,war,O
148029,6147,said,O
148030,6147,a,O
148031,6147,commentary,O
148032,6147,in,O
148033,6147,the,O
148034,6147,official,O
148035,6147,China,ORG
148036,6147,Daily,ORG
148037,6148,If,O
148038,6148,they,O
148039,6148,are,O
148040,6148,still,O
148041,6148,undecided,O
148042,6148,whether,O
148043,6148,the,O
148044,6148,war,O
148045,6148,Japan,LOC
148046,6148,launched,O
148047,6148,was,O
148048,6148,aggressive,O
148049,6148,in,O
148050,6148,nature,O
148051,6148,it,O
148052,6148,will,O
148053,6148,be,O
148054,6148,difficult,O
148055,6148,to,O
148056,6148,tell,O
148057,6148,whether,O
148058,6148,they,O
148059,6148,will,O
148060,6148,do,O
148061,6148,the,O
148062,6148,same,O
148063,6148,again,O
148064,6148,the,O
148065,6148,newspaper,O
148066,6148,said,O
148067,6149,China,LOC
148068,6149,raised,O
148069,6149,indignant,O
148070,6149,protests,O
148071,6149,after,O
148072,6149,several,O
148073,6149,Japanese,O
148074,6149,cabinet,O
148075,6149,ministers,O
148076,6149,visited,O
148077,6149,a,O
148078,6149,shrine,O
148079,6149,dedicated,O
148080,6149,to,O
148081,6149,their,O
148082,6149,countrys,O
148083,6149,war,O
148084,6149,dead,O
148085,6149,on,O
148086,6149,August,O
148087,6149,15,O
148088,6149,the,O
148089,6149,51st,O
148090,6149,anniversary,O
148091,6149,of,O
148092,6149,Japans,LOC
148093,6149,World,O
148094,6149,War,O
148095,6149,Two,O
148096,6149,surrender,O
148097,6150,Numerous,O
148098,6150,Japanese,O
148099,6150,politicians,O
148100,6150,have,O
148101,6150,tried,O
148102,6150,to,O
148103,6150,whitewash,O
148104,6150,their,O
148105,6150,countrys,O
148106,6150,war,O
148107,6150,atrocities,O
148108,6150,in,O
148109,6150,recent,O
148110,6150,years,O
148111,6150,the,O
148112,6150,commentary,O
148113,6150,said,O
148114,6151,China,LOC
148115,6151,estimates,O
148116,6151,35,O
148117,6151,million,O
148118,6151,Chinese,O
148119,6151,were,O
148120,6151,killed,O
148121,6151,or,O
148122,6151,wounded,O
148123,6151,by,O
148124,6151,invading,O
148125,6151,Japanese,O
148126,6151,troops,O
148127,6151,from,O
148128,6151,1931,O
148129,6151,to,O
148130,6151,1945,O
148131,6152,The,O
148132,6152,Japanese,O
148133,6152,have,O
148134,6152,never,O
148135,6152,genuinely,O
148136,6152,apologised,O
148137,6152,for,O
148138,6152,their,O
148139,6152,wartime,O
148140,6152,crimes,O
148141,6152,the,O
148142,6152,commentary,O
148143,6152,said,O
148144,6153,Japanese,O
148145,6153,Prime,O
148146,6153,Minister,O
148147,6153,Ryutaro,PER
148148,6153,Hashimoto,PER
148149,6153,marked,O
148150,6153,the,O
148151,6153,August,O
148152,6153,15,O
148153,6153,anniversary,O
148154,6153,by,O
148155,6153,expressing,O
148156,6153,remorse,O
148157,6153,for,O
148158,6153,foreign,O
148159,6153,victims,O
148160,6153,of,O
148161,6153,Japans,LOC
148162,6153,World,O
148163,6153,War,O
148164,6153,Two,O
148165,6153,atrocities,O
148166,6154,DOCSTART,O
148167,6154,Japan,LOC
148168,6154,coalition,O
148169,6154,party,O
148170,6154,leader,O
148171,6154,plans,O
148172,6154,to,O
148173,6154,resign,O
148174,6155,TOKYO,LOC
148175,6155,19960828,O
148176,6155,The,O
148177,6155,leader,O
148178,6155,of,O
148179,6155,a,O
148180,6155,junior,O
148181,6155,partner,O
148182,6155,in,O
148183,6155,Japans,LOC
148184,6155,threeparty,O
148185,6155,ruling,O
148186,6155,coalition,O
148187,6155,plans,O
148188,6155,to,O
148189,6155,resign,O
148190,6155,to,O
148191,6155,quell,O
148192,6155,a,O
148193,6155,political,O
148194,6155,rebellion,O
148195,6155,party,O
148196,6155,officials,O
148197,6155,said,O
148198,6155,on,O
148199,6155,Wednesday,O
148200,6156,The,O
148201,6156,officials,O
148202,6156,said,O
148203,6156,New,ORG
148204,6156,Party,ORG
148205,6156,Sakigake,ORG
148206,6156,President,O
148207,6156,Masayoshi,PER
148208,6156,Takemura,PER
148209,6156,finance,O
148210,6156,minister,O
148211,6156,until,O
148212,6156,the,O
148213,6156,beginning,O
148214,6156,of,O
148215,6156,this,O
148216,6156,year,O
148217,6156,promised,O
148218,6156,his,O
148219,6156,resignation,O
148220,6156,in,O
148221,6156,a,O
148222,6156,meeting,O
148223,6156,with,O
148224,6156,the,O
148225,6156,politician,O
148226,6156,who,O
148227,6156,set,O
148228,6156,off,O
148229,6156,the,O
148230,6156,rebellion,O
148231,6156,in,O
148232,6156,the,O
148233,6156,smallest,O
148234,6156,coalition,O
148235,6156,member,O
148236,6157,They,O
148237,6157,said,O
148238,6157,the,O
148239,6157,date,O
148240,6157,of,O
148241,6157,Takemuras,PER
148242,6157,resignation,O
148243,6157,would,O
148244,6157,be,O
148245,6157,determined,O
148246,6157,by,O
148247,6157,party,O
148248,6157,officials,O
148249,6158,The,O
148250,6158,Sakigake,ORG
148251,6158,row,O
148252,6158,has,O
148253,6158,caused,O
148254,6158,jitters,O
148255,6158,in,O
148256,6158,its,O
148257,6158,coalition,O
148258,6158,partners,O
148259,6158,Prime,O
148260,6158,Minister,O
148261,6158,Ryutaro,PER
148262,6158,Hashimotos,PER
148263,6158,Liberal,ORG
148264,6158,Democratic,ORG
148265,6158,Party,ORG
148266,6158,LDP,ORG
148267,6158,the,O
148268,6158,biggest,O
148269,6158,grouping,O
148270,6158,and,O
148271,6158,the,O
148272,6158,Social,ORG
148273,6158,Democratic,ORG
148274,6158,Party,ORG
148275,6159,But,O
148276,6159,analysts,O
148277,6159,said,O
148278,6159,the,O
148279,6159,row,O
148280,6159,was,O
148281,6159,not,O
148282,6159,expected,O
148283,6159,to,O
148284,6159,immediately,O
148285,6159,destabilise,O
148286,6159,the,O
148287,6159,government,O
148288,6159,as,O
148289,6159,even,O
148290,6159,if,O
148291,6159,Sakigake,ORG
148292,6159,splits,O
148293,6159,apart,O
148294,6159,it,O
148295,6159,has,O
148296,6159,so,O
148297,6159,few,O
148298,6159,seats,O
148299,6159,a,O
148300,6159,loss,O
148301,6159,of,O
148302,6159,support,O
148303,6159,would,O
148304,6159,not,O
148305,6159,lead,O
148306,6159,to,O
148307,6159,a,O
148308,6159,general,O
148309,6159,election,O
148310,6160,The,O
148311,6160,dispute,O
148312,6160,pits,O
148313,6160,Takemura,PER
148314,6160,who,O
148315,6160,founded,O
148316,6160,Sakigake,ORG
148317,6160,in,O
148318,6160,1993,O
148319,6160,as,O
148320,6160,a,O
148321,6160,reformoriented,O
148322,6160,LDP,ORG
148323,6160,splinter,O
148324,6160,group,O
148325,6160,against,O
148326,6160,party,O
148327,6160,official,O
148328,6160,Yukio,PER
148329,6160,Hatoyama,PER
148330,6160,who,O
148331,6160,says,O
148332,6160,he,O
148333,6160,will,O
148334,6160,leave,O
148335,6160,Sakigake,ORG
148336,6160,to,O
148337,6160,form,O
148338,6160,a,O
148339,6160,reformist,O
148340,6160,political,O
148341,6160,group,O
148342,6160,next,O
148343,6160,month,O
148344,6161,Hatoyama,PER
148345,6161,the,O
148346,6161,49yearold,O
148347,6161,grandson,O
148348,6161,of,O
148349,6161,a,O
148350,6161,1950s,O
148351,6161,prime,O
148352,6161,minister,O
148353,6161,on,O
148354,6161,Tuesday,O
148355,6161,quit,O
148356,6161,as,O
148357,6161,Sakigake,ORG
148358,6161,secretary,O
148359,6161,general,O
148360,6161,and,O
148361,6161,has,O
148362,6161,publicly,O
148363,6161,snubbed,O
148364,6161,the,O
148365,6161,62yearold,O
148366,6161,Takemura,PER
148367,6161,pointedly,O
148368,6161,ruling,O
148369,6161,his,O
148370,6161,mentor,O
148371,6161,out,O
148372,6161,as,O
148373,6161,a,O
148374,6161,possible,O
148375,6161,member,O
148376,6161,of,O
148377,6161,the,O
148378,6161,new,O
148379,6161,political,O
148380,6161,force,O
148381,6162,Marathon,O
148382,6162,talks,O
148383,6162,between,O
148384,6162,the,O
148385,6162,two,O
148386,6162,former,O
148387,6162,allies,O
148388,6162,on,O
148389,6162,Tuesday,O
148390,6162,night,O
148391,6162,and,O
148392,6162,Wednesday,O
148393,6162,morning,O
148394,6162,failed,O
148395,6162,to,O
148396,6162,resolve,O
148397,6162,the,O
148398,6162,dispute,O
148399,6162,over,O
148400,6162,the,O
148401,6162,role,O
148402,6162,of,O
148403,6162,Takemura,PER
148404,6162,seen,O
148405,6162,by,O
148406,6162,Hatoyama,PER
148407,6162,backers,O
148408,6162,as,O
148409,6162,tainted,O
148410,6162,by,O
148411,6162,his,O
148412,6162,senior,O
148413,6162,role,O
148414,6162,in,O
148415,6162,the,O
148416,6162,LDPdominated,O
148417,6162,coalition,O
148418,6163,The,O
148419,6163,presence,O
148420,6163,of,O
148421,6163,Takemura,PER
148422,6163,whose,O
148423,6163,role,O
148424,6163,as,O
148425,6163,finance,O
148426,6163,minister,O
148427,6163,in,O
148428,6163,passing,O
148429,6163,an,O
148430,6163,unpopular,O
148431,6163,plan,O
148432,6163,to,O
148433,6163,use,O
148434,6163,taxpayer,O
148435,6163,funds,O
148436,6163,to,O
148437,6163,wind,O
148438,6163,up,O
148439,6163,failed,O
148440,6163,housing,O
148441,6163,loan,O
148442,6163,firms,O
148443,6163,ruined,O
148444,6163,his,O
148445,6163,reputation,O
148446,6163,as,O
148447,6163,a,O
148448,6163,reformer,O
148449,6163,has,O
148450,6163,stalled,O
148451,6163,Hatoyamas,PER
148452,6163,efforts,O
148453,6163,to,O
148454,6163,attract,O
148455,6163,to,O
148456,6163,his,O
148457,6163,new,O
148458,6163,group,O
148459,6163,defectors,O
148460,6163,from,O
148461,6163,the,O
148462,6163,opposition,O
148463,6163,camp,O
148464,6163,analysts,O
148465,6163,said,O
148466,6164,Media,O
148467,6164,reports,O
148468,6164,say,O
148469,6164,that,O
148470,6164,at,O
148471,6164,most,O
148472,6164,10,O
148473,6164,of,O
148474,6164,23,O
148475,6164,Sakigake,ORG
148476,6164,members,O
148477,6164,joined,O
148478,6164,by,O
148479,6164,a,O
148480,6164,handful,O
148481,6164,of,O
148482,6164,Social,O
148483,6164,Democrats,O
148484,6164,will,O
148485,6164,follow,O
148486,6164,Hatoyama,PER
148487,6164,when,O
148488,6164,he,O
148489,6164,bolts,O
148490,6164,far,O
148491,6164,short,O
148492,6164,of,O
148493,6164,the,O
148494,6164,50,O
148495,6164,lawmakers,O
148496,6164,needed,O
148497,6164,to,O
148498,6164,topple,O
148499,6164,Hashimotos,PER
148500,6164,eightmonthold,O
148501,6164,government,O
148502,6165,Hashimoto,PER
148503,6165,who,O
148504,6165,returns,O
148505,6165,from,O
148506,6165,a,O
148507,6165,10day,O
148508,6165,Latin,O
148509,6165,American,O
148510,6165,tour,O
148511,6165,on,O
148512,6165,Saturday,O
148513,6165,must,O
148514,6165,call,O
148515,6165,polls,O
148516,6165,by,O
148517,6165,mid1997,O
148518,6165,and,O
148519,6165,has,O
148520,6165,repeatedly,O
148521,6165,said,O
148522,6165,he,O
148523,6165,would,O
148524,6165,not,O
148525,6165,call,O
148526,6165,an,O
148527,6165,early,O
148528,6165,general,O
148529,6165,election,O
148530,6166,But,O
148531,6166,many,O
148532,6166,analysts,O
148533,6166,and,O
148534,6166,politicians,O
148535,6166,believe,O
148536,6166,he,O
148537,6166,may,O
148538,6166,dissolve,O
148539,6166,parliament,O
148540,6166,soon,O
148541,6166,after,O
148542,6166,it,O
148543,6166,reconvenes,O
148544,6166,in,O
148545,6166,early,O
148546,6166,October,O
148547,6167,DOCSTART,O
148548,6167,Liu,ORG
148549,6167,Chong,ORG
148550,6167,Hing,ORG
148551,6167,interim,O
148552,6167,net,O
148553,6167,up,O
148554,6167,27,O
148555,6167,pct,O
148556,6168,HONG,LOC
148557,6168,KONG,LOC
148558,6168,19960828,O
148559,6168,Six,O
148560,6168,months,O
148561,6168,ended,O
148562,6168,June,O
148563,6168,30,O
148564,6168,in,O
148565,6168,million,O
148566,6168,HK,O
148567,6168,unless,O
148568,6168,stated,O
148569,6168,Shr,O
148570,6168,HK,LOC
148571,6168,cents,O
148572,6168,6561,O
148573,6168,vs,O
148574,6168,6387,O
148575,6168,Dividend,O
148576,6168,HK,LOC
148577,6168,cents,O
148578,6168,180,O
148579,6168,vs,O
148580,6168,180,O
148581,6168,Exceptional,O
148582,6168,items,O
148583,6168,nil,O
148584,6168,vs,O
148585,6168,nil,O
148586,6168,Net,O
148587,6168,24953,O
148588,6168,vs,O
148589,6168,24294,O
148590,6168,Turnover,O
148591,6168,11949,O
148592,6168,vs,O
148593,6168,13440,O
148594,6168,Company,O
148595,6168,name,O
148596,6168,Liu,ORG
148597,6168,Chong,ORG
148598,6168,Hing,ORG
148599,6168,Investment,ORG
148600,6168,Ltd,ORG
148601,6168,Books,O
148602,6168,close,O
148603,6168,September,O
148604,6168,2327,O
148605,6168,Dividend,O
148606,6168,payable,O
148607,6168,October,O
148608,6168,8,O
148609,6168,NOTE,O
148610,6168,Liu,ORG
148611,6168,Chong,ORG
148612,6168,Hing,ORG
148613,6168,engages,O
148614,6168,in,O
148615,6168,property,O
148616,6168,development,O
148617,6168,and,O
148618,6168,investment,O
148619,6168,warehousing,O
148620,6168,banking,O
148621,6168,and,O
148622,6168,insurance,O
148623,6168,services,O
